Athl Country;Athl Id;Athlete;Ed Country;Ed Id;Ed Type;Ed Year;Event;F1_SCore Transfo (copie);FNR (copie);FPR (copie);PRECISION (copie);PRECISION (copie) (groupe);Prediction Correct;RAPPEL (copie);Result Id;Sex;Sport;1;ACCURACY;Age;Age Not Null;Best Rank;Calcul F1_SCORE;Calcul FNR;Calcul FPR;Calcul PRECISION;Calcul RAPPEL;Eval Pred Pred 2;Event Med Pred;Event Med Pred 2;F Rank;F1_SCORE;F1_SCore Transfo;FN;FNR;FP;FPR;Height;Height Not Null;Medal N;Medal N1;Nb Participation;NB_TRUE;PRECISION;Prediction;Proba 0;Proba 1;Rank N1;RAPPEL;TN;Total Medals;TP;TPR;Weight;Weight Not Null;Wrong Medal Prediction
Argentina;147815;María Victoria Rodríguez;People's Republic of China;62;Winter;2022;500 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020424;Female;Speed Skating;1;1;31;31;;;;0;;;0;29;0;30;;0;0;;0;0;;174;0;0;0;1;;0;0,963158066;0,036841934;;;1;0;0;;;67;
Norway;128235;Håvard Holmefjord Lorentzen;People's Republic of China;62;Winter;2022;500 metres, Men;0;;1;0;Valeur null et 0;Faux;;19020400;Male;Speed Skating;1;0;30;30;1;;;1;0;;1;0;1;15;;0;0;;1;1;187;187;0;1;2;0;0;1;0,490223821;0,509776179;1;;0;1;0;;86;86;1
People's Republic of China;136976;Gao Tingyu;People's Republic of China;62;Winter;2022;500 metres, Men;1;0;;1;Autre;Vrai;1;19020400;Male;Speed Skating;1;1;25;25;3;1;0;;1;1;11;1;1;1;1;1;0;0;0;;180;180;1;1;1;1;1;1;0,635154402;0,364845598;3;1;0;1;1;1;71;71;0
Republic of Korea;137635;Cha Min-Gyu;People's Republic of China;62;Winter;2022;500 metres, Men;1;0;;1;Autre;Vrai;1;19020400;Male;Speed Skating;1;1;29;29;2;1;0;;1;1;11;2;1;2;1;1;0;0;0;;179;179;1;1;1;1;1;1;0,756479500;0,243520500;2;1;0;1;1;1;74;74;0
Netherlands;137697;Kai Verbij;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;28;28;9;;;0;;;0;3;0;14;;0;0;;0;0;184;184;0;0;1;1;;0;0,875176789;0,124823211;9;;1;0;0;;81;81;
United States;140168;Jordan Stolz;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;18;18;;;;0;;;0;4;0;13;;0;0;;0;0;;174;0;0;0;1;;0;0,885933898;0,114066102;;;1;0;0;;;67;
United States;2302066;Austin Kleba;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;23;23;;;;0;;;0;5;0;27;;0;0;;0;0;;174;0;0;0;1;;0;0,895096251;0,104903749;;;1;0;0;;;67;
Netherlands;148675;Thomas Krol;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;30;30;;;;0;;;0;6;0;18;;0;0;;0;0;;174;0;0;0;1;;0;0,899464938;0,100535062;;;1;0;0;;;67;
Netherlands;148677;Merijn Scheperkamp;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;22;22;;;;0;;;0;7;0;12;;0;0;;0;0;;174;0;0;0;1;;0;0,899464938;0,100535062;;;1;0;0;;;67;
Norway;148717;Bjørn Magnussen;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;24;24;;;;0;;;0;8;0;17;;0;0;;0;0;185;185;0;0;0;1;;0;0,903671953;0,096328047;;;1;0;0;;86;86;
People's Republic of China;136980;Yang Tao;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;25;25;27;;;0;;;0;9;0;21;;0;0;;0;0;176;176;0;0;1;1;;0;0,903702244;0,096297756;27;;1;0;0;;77;77;
Germany;137336;Joel Dufter;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;27;27;29;;;0;;;0;10;0;26;;0;0;;0;0;186;186;0;0;1;1;;0;0,934363748;0,065636252;29;;1;0;0;;83;83;
Canada;136925;Laurent Dubreuil;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;30;30;18;;;0;;;0;11;0;4;;0;0;;0;0;182;182;0;0;1;1;;0;0,939228996;0,060771004;18;;1;0;0;;85;85;
Poland;137930;Piotr Michalski;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;28;28;33;;;0;;;0;12;0;5;;0;0;;0;0;186;186;0;0;1;1;;0;0,939228996;0,060771004;33;;1;0;0;;87;87;
Belarus;136786;Ihnat Halavatsiuk;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;25;25;22;;;0;;;0;13;0;30;;0;0;;0;0;187;187;0;0;1;1;;0;0,942224425;0,057775575;22;;1;0;0;;82;82;
Italy;127961;David Bosa;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;30;30;31;;;0;;;0;14;0;23;;0;0;;0;0;178;178;0;0;1;1;;0;0,947562429;0,052437571;31;;1;0;0;;76;76;
Republic of Korea;128107;Kim Jun-Ho;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;27;27;12;;;0;;;0;15;0;6;;0;0;;0;0;167;167;0;0;2;1;;0;0,948127828;0,051872172;12;;1;0;0;;62;62;
Estonia;137092;Marten Liiv;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;26;26;;;;0;;;0;16;0;24;;0;0;;0;0;180;180;0;0;0;1;;0;0,949906273;0,050093727;;;1;0;0;;75;75;
Canada;148010;Antoine Gélinas-Beaulieu;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;30;30;;;;0;;;0;17;0;29;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Great Britain;148370;Cornelius Kersten;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;28;28;;;;0;;;0;18;0;25;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Japan;148562;Wataru Morishige;People's Republic of China;62;Winter;2022;500 metres, Men;0;1;;;Valeur null et 0;Faux;0;19020400;Male;Speed Skating;1;0;22;22;;;1;;;0;10;19;0;3;;0;1;1;0;;;174;1;0;0;0;;0;0,950447722;0,049552278;;0;0;0;0;0;;67;
Japan;148563;Yuma Murakami;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;30;30;;;;0;;;0;20;0;8;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Japan;148564;Tatsuya Shinhama;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;26;26;;;;0;;;0;21;0;20;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Kazakhstan;148579;Ivan Arzhanikov;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;28;28;;;;0;;;0;22;0;28;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Poland;148744;Marek Kania;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;23;23;;;;0;;;0;23;0;16;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Poland;148745;Damian Żurek;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;23;23;;;;0;;;0;24;0;11;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Italy;2301537;Jeffrey Rosanelli;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;24;24;;;;0;;;0;25;0;19;;0;0;;0;0;;174;0;0;0;1;;0;0,950447722;0,049552278;;;1;0;0;;;67;
Canada;127542;Gilmore Junio;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;32;32;10;;;0;;;0;26;0;21;;0;0;;0;0;173;173;0;0;2;1;;0;0,952528879;0,047471121;17;;1;0;0;;68;68;
ROC;148863;Artyom Arefyev;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;22;22;;;;0;;;0;27;0;7;;0;0;;0;0;;174;0;0;0;1;;0;0,961960853;0,038039147;;;1;0;0;;;67;
ROC;148865;Ruslan Murashov;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;30;30;;;;0;;;0;28;0;10;;0;0;;0;0;;174;0;0;0;1;;0;0,961960853;0,038039147;;;1;0;0;;;67;
ROC;148866;Viktor Mushtakov;People's Republic of China;62;Winter;2022;500 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020400;Male;Speed Skating;1;1;26;26;;;;0;;;0;29;0;9;;0;0;;0;0;;174;0;0;0;1;;0;0,961960853;0,038039147;;;1;0;0;;;67;
Czech Republic;109768;Martina Sáblíková;People's Republic of China;62;Winter;2022;5,000 metres, Women;1;0;;1;Autre;Vrai;1;19020428;Female;Speed Skating;1;1;35;35;1;1;0;;1;1;11;0;1;3;1;1;0;0;0;;171;171;1;1;4;1;1;1;0,778607594;0,221392406;2;1;0;3;1;1;53;53;0
ROC;137894;Nataliya Voronina;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;1;0;Valeur null et 0;Faux;;19020428;Female;Speed Skating;1;0;28;28;3;;;1;0;;1;1;1;6;;0;0;;1;1;163;163;0;1;1;0;0;1;0,793181601;0,206818399;3;;0;1;0;;54;54;1
Netherlands;148671;Sanne in 't Hof;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;1;0;Valeur null et 0;Vrai;;19020428;Female;Speed Skating;1;0;24;24;;;;1;0;;1;2;1;7;;0;0;;1;1;;174;0;0;0;0;0;0;0,892418086;0,107581914;;;0;0;0;;;67;1
Netherlands;137692;Irene Schouten;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;1;;;Valeur null et 0;Faux;0;19020428;Female;Speed Skating;1;0;30;30;;;1;;;0;10;3;0;1;;0;1;1;0;;168;168;1;0;0;0;;0;0,895310197;0,104689803;;0;0;0;0;0;59;59;
People's Republic of China;136972;Han Mei;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020428;Female;Speed Skating;1;1;24;24;;;;0;;;0;4;0;11;;0;0;;0;0;166;166;0;0;0;1;;0;0,906342588;0,093657412;;;1;0;0;;53;53;
Canada;136920;Isabelle Weidemann;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;1;;;Valeur null et 0;Faux;0;19020428;Female;Speed Skating;1;0;27;27;6;;1;;;0;10;5;0;2;;0;1;1;0;;188;188;1;0;1;0;;0;0,907616829;0,092383171;6;0;0;0;0;0;70;70;
Belarus;136785;Maryna Zuyeva;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020428;Female;Speed Skating;1;1;30;30;7;;;0;;;0;6;0;9;;0;0;;0;0;177;177;0;0;1;1;;0;0,940909981;0,059090019;7;;1;0;0;;65;65;
Norway;148714;Ragne Wiklund;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020428;Female;Speed Skating;1;1;22;22;;;;0;;;0;7;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,941767910;0,058232090;;;1;0;0;;;67;
Japan;128027;Misaki Oshigiri;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020428;Female;Speed Skating;1;1;30;30;9;;;0;;;0;8;0;8;;0;0;;0;0;167;167;0;0;1;1;;0;0,945863103;0,054136897;9;;1;0;0;;60;60;
Japan;148559;Momoka Horikawa;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020428;Female;Speed Skating;1;1;19;19;;;;0;;;0;9;0;10;;0;0;;0;0;;174;0;0;0;1;;0;0,948238484;0,051761516;;;1;0;0;;;67;
Poland;137927;Magdalena Czyszczoń;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020428;Female;Speed Skating;1;1;27;27;;;;0;;;0;10;0;12;;0;0;;0;0;165;165;0;0;0;1;;0;0,948278757;0,051721243;;;1;0;0;;59;59;
Italy;127960;Francesca Lollobrigida;People's Republic of China;62;Winter;2022;5,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020428;Female;Speed Skating;1;1;31;31;;;;0;;;0;11;0;4;;0;0;;0;0;169;169;0;0;0;1;;0;0,952667641;0,047332359;;;1;0;0;;62;62;
Netherlands;109681;Sven Kramer;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;1;0;Valeur null et 0;Faux;;19020403;Male;Speed Skating;1;0;36;36;1;;;1;0;;1;0;1;9;;0;0;;1;1;185;185;0;1;4;0;0;1;0,517419538;0,482580462;1;;0;4;0;;80;80;1
Netherlands;128171;Jorrit Bergsma;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;1;0;Valeur null et 0;Faux;;19020403;Male;Speed Skating;1;0;36;36;3;;;1;0;;1;1;1;5;;0;0;;1;1;188;188;0;1;1;0;0;1;0,615657087;0,384342913;3;;0;1;0;;73;73;1
Canada;136922;Ted-Jan Bloemen;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;1;0;Valeur null et 0;Faux;;19020403;Male;Speed Skating;1;0;36;36;2;;;1;0;;1;2;1;10;;0;0;;1;1;177;177;0;1;1;0;0;1;0,804137338;0,195862662;2;;0;1;0;;74;74;1
United States;128783;Emery Lehman;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;26;26;16;;;0;;;0;3;0;16;;0;0;;0;0;183;183;0;0;2;1;;0;0,894017429;0,105982571;21;;1;0;0;;79;79;
United States;149163;Ethan Cepuran;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;22;22;;;;0;;;0;4;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,895096251;0,104903749;;;1;0;0;;;67;
Netherlands;137696;Patrick Roest;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;1;;;Valeur null et 0;Faux;0;19020403;Male;Speed Skating;1;0;27;27;;;1;;;0;10;5;0;2;;0;1;1;0;;187;187;1;0;0;0;;0;0,898425945;0,101574055;;0;0;0;0;0;78;78;
Norway;148715;Hallgeir Engebråten;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;1;;;Valeur null et 0;Faux;0;19020403;Male;Speed Skating;1;0;23;23;;;1;;;0;10;6;0;3;;0;1;1;0;;;174;1;0;0;0;;0;0,924991607;0,075008393;;0;0;0;0;0;;67;
Belgium;127397;Bart Swings;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;31;31;4;;;0;;;0;7;0;7;;0;0;;0;0;179;179;0;0;2;1;;0;0,926619834;0,073380166;6;;1;0;0;;67;67;
Sweden;138219;Nils van der Poel;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;1;;;Valeur null et 0;Faux;0;19020403;Male;Speed Skating;1;0;26;26;14;;1;;;0;10;8;0;1;;0;1;1;0;;184;184;1;0;1;0;;0;0,942224425;0,057775575;14;0;0;0;0;0;82;82;
Germany;119713;Patrick Beckert;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;32;32;8;;;0;;;0;9;0;11;;0;0;;0;0;183;183;0;0;3;1;;0;0,942824813;0,057175187;10;;1;0;0;;80;80;
Denmark;137072;Viktor Hald Thorup;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;28;28;;;;0;;;0;10;0;19;;0;0;;0;0;190;190;0;0;0;1;;0;0,944792965;0,055207035;;;1;0;0;;80;80;
ROC  Russian Federation;119651;Aleksandr Rumyantsev;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;36;36;11;;;0;;;0;11;0;6;;0;0;;0;0;185;185;0;0;2;1;;0;0,947098398;0,052901602;11;;1;0;0;;80;80;
Italy;127962;Andrea Giovannini;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;29;29;17;;;0;;;0;12;0;20;;0;0;;0;0;178;178;0;0;2;1;;0;0,947562429;0,052437571;20;;1;0;0;;73;73;
Japan;137493;Seitaro Ichinohe;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;26;26;9;;;0;;;0;13;0;12;;0;0;;0;0;176;176;0;0;1;1;;0;0,947562429;0,052437571;9;;1;0;0;;70;70;
Switzerland;138108;Livio Wenger;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;29;29;17;;;0;;;0;14;0;18;;0;0;;0;0;175;175;0;0;1;1;;0;0,947562429;0,052437571;17;;1;0;0;;70;70;
Italy;137427;Davide Ghiotto;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;29;29;19;;;0;;;0;15;0;8;;0;0;;0;0;;174;0;0;1;1;;0;0,948127828;0,051872172;19;;1;0;0;;;67;
Italy;1800045;Michele Malfatti;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;28;28;;;;0;;;0;16;0;15;;0;0;;0;0;183;183;0;0;0;1;;0;0,949906273;0,050093727;;;1;0;0;;75;75;
Germany;148447;Felix Rijhnen;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;32;32;;;;0;;;0;17;0;13;;0;0;;0;0;;174;0;0;0;1;;0;0,950967102;0,049032898;;;1;0;0;;;67;
ROC  Russian Federation;119798;Ruslan Zakharov;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;35;35;;;;0;;;0;18;0;14;;0;0;;0;0;173;173;0;0;0;1;;0;0,954163727;0,045836273;;;1;0;0;;72;72;
ROC;137895;Sergey Trofimov;People's Republic of China;62;Winter;2022;5,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020403;Male;Speed Skating;1;1;27;27;;;;0;;;0;19;0;4;;0;0;;0;0;184;184;0;0;0;1;;0;0,957561275;0,042438725;;;1;0;0;;81;81;
Netherlands;137690;Carlijn Achtereekte;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;1;0;Valeur null et 0;Faux;;19020427;Female;Speed Skating;1;0;32;32;1;;;1;0;;1;0;1;7;;0;0;;1;1;174;174;0;1;1;0;0;1;0,525343681;0,474656319;1;;0;1;0;;60;60;1
Netherlands;128166;Antoinette de Jong;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;1;0;Valeur null et 0;Faux;;19020427;Female;Speed Skating;1;0;27;27;3;;;1;0;;1;1;1;8;;0;0;;1;1;175;175;0;1;2;0;0;1;0,582952750;0,417047250;3;;0;1;0;;68;68;1
Czech Republic;109768;Martina Sáblíková;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;1;0;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;0;35;35;1;;;1;0;;1;2;1;4;;0;0;;1;1;171;171;0;0;4;0;0;0;0,868779662;0,131220338;4;;0;0;0;;53;53;1
Canada;136920;Isabelle Weidemann;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;1;;;Valeur null et 0;Faux;0;19020427;Female;Speed Skating;1;0;27;27;7;;1;;;0;10;3;0;3;;0;1;1;0;;188;188;1;0;1;0;;0;0,870707473;0,129292527;7;0;0;0;0;0;70;70;
Japan;119701;Miho Takagi;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;28;28;5;;;0;;;0;4;0;6;;0;0;;0;0;163;163;0;0;1;1;;0;0,881057543;0,118942457;5;;1;0;0;;57;57;
Japan;137491;Ayano Sato;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;26;26;8;;;0;;;0;5;0;9;;0;0;;0;0;157;157;0;0;1;1;;0;0,888470750;0,111529250;8;;1;0;0;;56;56;
Netherlands;137692;Irene Schouten;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;1;;;Valeur null et 0;Faux;0;19020427;Female;Speed Skating;1;0;30;30;;;1;;;0;10;6;0;1;;0;1;1;0;;168;168;1;0;0;0;;0;0,895310197;0,104689803;;0;0;0;0;0;59;59;
United States;138379;Mia Kilburg;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;33;33;;;;0;;;0;7;0;19;;0;0;;0;0;170;170;0;0;0;1;;0;0,897852631;0,102147369;;;1;0;0;;64;64;
People's Republic of China;148124;Ahenaer Adake;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;23;23;;;;0;;;0;8;0;17;;0;0;;0;0;;174;0;0;0;1;;0;0,901290070;0,098709930;;;1;0;0;;;67;
People's Republic of China;136972;Han Mei;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;24;24;;;;0;;;0;9;0;15;;0;0;;0;0;166;166;0;0;0;1;;0;0,906342588;0,093657412;;;1;0;0;;53;53;
Canada;127534;Ivanie Blondin;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;32;32;6;;;0;;;0;10;0;14;;0;0;;0;0;165;165;0;0;2;1;;0;0,925422432;0,074577568;6;;1;0;0;;56;56;
Kazakhstan;148578;Nadezhda Morozova;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;24;24;;;;0;;;0;11;0;13;;0;0;;0;0;170;170;0;0;0;1;;0;0,933383367;0,066616633;;;1;0;0;;85;85;
Germany;82053;Claudia Pechstein;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;50;50;1;;;0;;;0;12;0;20;;0;0;;0;0;166;166;0;0;6;1;;0;0,934839153;0,065160847;9;;1;0;0;;61;61;
Norway;148714;Ragne Wiklund;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;22;22;;;;0;;;0;13;0;5;;0;0;;0;0;;174;0;0;0;1;;0;0,941767910;0,058232090;;;1;0;0;;;67;
Belarus;136785;Maryna Zuyeva;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;30;30;11;;;0;;;0;14;0;16;;0;0;;0;0;177;177;0;0;1;1;;0;0,944280628;0,055719372;11;;1;0;0;;65;65;
Czech Republic;137061;Nikola Zdráhalová;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;26;26;15;;;0;;;0;15;0;18;;0;0;;0;0;171;171;0;0;1;1;;0;0,945863103;0,054136897;15;;1;0;0;;61;61;
Italy;127960;Francesca Lollobrigida;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;1;;;Valeur null et 0;Faux;0;19020427;Female;Speed Skating;1;0;31;31;13;;1;;;0;10;16;0;2;;0;1;1;0;;169;169;1;0;2;0;;0;0,950446259;0,049553741;13;0;0;0;0;0;62;62;
Canada;119809;Valérie Maltais;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;32;32;;;;0;;;0;17;0;12;;0;0;;0;0;165;165;0;0;0;1;;0;0,952667641;0,047332359;;;1;0;0;;62;62;
ROC;137894;Nataliya Voronina;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;28;28;10;;;0;;;0;18;0;11;;0;0;;0;0;163;163;0;0;1;1;;0;0,959483302;0,040516698;10;;1;0;0;;54;54;
ROC;148860;Yevgeniya Lalenkova;People's Republic of China;62;Winter;2022;3,000 metres, Women;0;;0;;Valeur null et 0;Vrai;;19020427;Female;Speed Skating;1;1;32;32;;;;0;;;0;19;0;10;;0;0;;0;0;;174;0;0;0;1;;0;0,961517761;0,038482239;;;1;0;0;;;67;
Netherlands;128171;Jorrit Bergsma;People's Republic of China;62;Winter;2022;10,000 metres, Men;0;;1;0;Valeur null et 0;Faux;;19020404;Male;Speed Skating;1;0;36;36;1;;;1;0;;1;0;1;4;;0;0;;1;1;188;188;0;1;2;0;0;1;0,561403665;0,438596335;2;;0;2;0;;73;73;1
Canada;136922;Ted-Jan Bloemen;People's Republic of China;62;Winter;2022;10,000 metres, Men;0;;1;0;Valeur null et 0;Faux;;19020404;Male;Speed Skating;1;0;36;36;1;;;1;0;;1;1;1;8;;0;0;;1;1;177;177;0;1;1;0;0;1;0,772110137;0,227889863;1;;0;1;0;;74;74;1
Netherlands;137696;Patrick Roest;People's Republic of China;62;Winter;2022;10,000 metres, Men;1;0;;1;Autre;Faux;1;19020404;Male;Speed Skating;1;1;27;27;;1;0;;1;1;11;2;1;2;1;1;0;0;0;;187;187;1;0;0;1;1;0;0,898425945;0,101574055;;1;0;0;1;1;78;78;0
Belgium;127397;Bart Swings;People's Republic of China;62;Winter;2022;10,000 metres, Men;0;;0;;Valeur null et 0;Vrai;;19020404;Male;Speed Skating;1;1;31;31;5;;;0;;;0;3;0;10;;0;0;;0;0;179;179;0;0;2;1;;0;0,919160339;0,080839661;8;;1;0;0;;67;67;
